Date,MACD_signal,BB_lower,EMA_long,BB_middle,OBV
2022-08-25,1.1156995323272088,14.325738300710674,15.360048057990156,16.898299598693846,5570975300.0
2022-08-26,1.1288790925143968,14.63634893293072,15.48601640196967,17.093246603012084,5471463700.0
2022-08-29,1.136582982233447,14.806715363326193,15.614923207916478,17.25597710609436,5535009100.0
2022-08-30,1.1453394418472789,15.029733844776135,15.757158020721644,17.452825164794923,5608348600.0
2022-08-31,1.1334339104440256,15.349575131120918,15.848951315563328,17.589063787460326,5508987500.0
2022-09-01,1.11374140248863,15.716462183432936,15.95465253864996,17.747170448303223,5623222900.0
2022-09-02,1.093182278985322,16.096687678367935,16.069777269513068,17.91439743041992,5692407600.0
2022-09-05,1.0668375984736382,16.480512395861677,16.17097682088384,18.054630088806157,5610615300.0
2022-09-06,1.035103876506215,16.702457934252845,16.26645704074597,18.15264129638672,5534277700.0
2022-09-08,0.9882563448141728,16.86087493486014,16.331055855094778,18.202420043945317,5422464200.0
2022-09-09,0.929468140478386,17.032024941284654,16.386556064218283,18.246554565429687,5359304400.0
2022-09-12,0.8640700427352327,17.371360885907773,16.439660935646764,18.309950160980225,5309432500.0
2022-09-13,0.7932278193427547,17.346664777908607,16.483899085803692,18.303532600402832,5238058000.0
2022-09-14,0.7134891056084692,17.21202819245497,16.508238014931564,18.273676490783693,5149730200.0
2022-09-15,0.634912792212445,17.128372172375514,16.541908396038338,18.248843002319337,5198769900.0
2022-09-16,0.5592028141343335,17.012349400875944,16.572945216607682,18.201408100128173,5153216700.0
2022-09-19,0.4854906756844522,16.878068671236402,16.596637081988302,18.12774419784546,5045913100.0
2022-09-20,0.4201511041130888,16.84314346599866,16.63012349220847,18.11490888595581,5111473000.0
2022-09-21,0.3609242344720977,16.763241495786907,16.658357399161346,18.07807693481445,5043674800.0
2022-09-22,0.30852309842158,16.696384370278878,16.68723481572782,18.01473722457886,5102487000.0
2022-09-23,0.2692996849523152,16.694014376221023,16.73183102276174,17.967302131652833,5172251300.0
2022-09-26,0.2219711474746764,16.521206422294956,16.730908971293715,17.874106025695802,5033620500.0
2022-09-27,0.1657503308465668,16.311536826441287,16.715798072603274,17.752728080749513,4990685900.0
2022-09-28,0.109908723753804,16.25943690350304,16.70959587301225,17.618514633178712,5061773500.0
2022-09-29,0.0534201841991657,16.081267095423666,16.694882989487834,17.530341148376465,4957102800.0
2022-09-30,-0.0002782432052949,15.964324030673426,16.68162244261339,17.420961475372316,5044639300.0
2022-10-03,-0.0450495088403422,15.979811736958986,16.67960555478457,17.307954406738283,5166276400.0
2022-10-04,-0.0605854005795317,16.055418207104864,16.72975326307101,17.273354721069335,5345970500.0
2022-10-05,-0.0640564395286836,16.156736564587614,16.760207870358474,17.218385887145995,5230053300.0
2022-10-06,-0.0491314223943071,16.13142929801503,16.815291959455553,17.230942153930663,5322947000.0
2022-10-07,-0.0134635704801617,16.007060180890917,16.892508029979354,17.282841682434082,5405618900.0
2022-10-10,0.0330993172134482,15.914316849589085,16.966039517386527,17.33418321609497,5332118800.0
2022-10-11,0.0805913504495605,15.86908235568423,17.028371302215195,17.383571529388426,5279896200.0
2022-10-13,0.1237665497168929,15.876222139477663,17.082787455072374,17.449143600463866,5221563800.0
2022-10-14,0.170059913050815,15.826999486822931,17.15564118153457,17.52782983779907,5312707700.0
2022-10-17,0.2108634673724221,15.82734805792279,17.214257834394694,17.593680763244627,5250461600.0
2022-10-18,0.2453394358528717,15.855346922581996,17.26991929306618,17.666507625579833,5149525200.0
2022-10-19,0.2807838178244418,15.83803841052904,17.34134340734411,17.748542308807373,5231838400.0
2022-10-20,0.3251104018619901,15.777879205960636,17.436447007614277,17.869362163543702,5345539300.0
2022-10-21,0.3812882904156983,15.677395008758957,17.550800192876913,18.01724824905396,5459886700.0
2022-10-24,0.4522097717287061,15.494690155731252,17.688024806775466,18.178527736663817,5599488100.0
2022-10-25,0.4967285041977515,15.674349610164075,17.743928062021595,18.298789691925048,5457377200.0
2022-10-26,0.5148220976947318,15.946713575611051,17.781882089101668,18.417098426818846,5344216000.0
2022-10-27,0.5069300982463579,16.180756642621446,17.80040211545966,18.50192346572876,5222881200.0
2022-10-28,0.4842350575266548,16.505328889398278,17.823667114526923,18.60488557815552,5333890000.0
2022-10-31,0.448875390056911,16.851670838079883,17.8374846373507,18.695849323272704,5204144600.0
2022-11-01,0.3818346648442625,16.85319893128036,17.79035867922236,18.69612836837769,4941735200.0
2022-11-03,0.298026112865468,16.607302465315556,17.746174942816737,18.631393432617188,5057679400.0
2022-11-04,0.2082232627733772,16.453343061282812,17.705693557311246,18.591771125793457,5196741500.0
2022-11-07,0.104205519280924,16.01418329813042,17.63068990239926,18.47318353652954,5001380500.0
2022-11-08,-0.013745654000139,15.44508416091928,17.533460064678795,18.291534900665283,4884173900.0
2022-11-09,-0.1324347667942244,14.990826187638785,17.444420190292266,18.116304016113283,4978919300.0
2022-11-10,-0.2490692996629711,14.543235824303297,17.3490238737095,17.939119720458983,4875615800.0
2022-11-11,-0.36467891917976,14.059256550797368,17.24029860426476,17.747147035598754,4730145700.0
2022-11-14,-0.4650084616632715,13.731281897050174,17.15487674851531,17.553221225738525,4876511500.0
2022-11-16,-0.5431199667111679,13.502298916186444,17.08834289160164,17.393616104125975,4943151000.0
2022-11-17,-0.6068699802928972,13.254765319577215,17.01238156410853,17.219501304626466,4857601100.0
2022-11-18,-0.656804358291706,13.058630706042862,16.93961804590724,17.022785186767578,4959126900.0
2022-11-21,-0.6980603290585679,12.922891787368428,16.859641087721958,16.77947120666504,4831443400.0
2022-11-22,-0.7294108103955956,12.945285756831712,16.784551314686006,16.50909113883972,4996341500.0
2022-11-23,-0.7674525770285726,13.086958370890333,16.672572720996286,16.153044605255126,4832080200.0
2022-11-24,-0.8048970712901373,13.013086834840015,16.56756103854233,15.89710545539856,4909397500.0
2022-11-25,-0.8304540941844281,13.047928082401135,16.48563249053165,15.685436820983886,5003631300.0
2022-11-28,-0.8490427378215168,13.057914103806848,16.397785488674575,15.485006380081176,4944995400.0
2022-11-29,-0.8555913894774401,13.23641170678519,16.325090249604788,15.292526245117188,5001062800.0
2022-11-30,-0.842584220838761,13.567460864690236,16.27912764165747,15.14137773513794,5097214300.0
2022-12-01,-0.8038885927418754,13.640594491521568,16.264936910011304,15.105452299118042,5217989000.0
2022-12-02,-0.7594805450567912,13.752837761004695,16.226250064742306,15.036189746856689,5146729600.0
2022-12-05,-0.7090408059854149,13.922249983298396,16.19657275268095,14.973968696594238,5213030600.0
2022-12-06,-0.6586109930532783,13.9540258054983,16.161269357439,14.949130487442016,5156965200.0
2022-12-07,-0.6091394123162115,13.95318141158645,16.127818644459143,14.95697784423828,5231956400.0
2022-12-08,-0.5642358798569488,13.9530559591259,16.088889750007315,14.950587272644045,5174948000.0
2022-12-09,-0.528692946141591,13.94038713842675,16.038141797882528,14.93973741531372,5119380300.0
2022-12-12,-0.5003420715637394,13.95912896596844,15.98774498806686,14.948562097549438,5057794100.0
2022-12-13,-0.4844652528076151,13.879255190932442,15.920593724377063,14.9092294216156,4946501000.0
2022-12-14,-0.4817550916688007,13.750127471227229,15.842261815005427,14.83247275352478,4843967900.0
2022-12-15,-0.5039638788098607,13.334580817377478,15.723686456149707,14.715835809707642,4524466300.0
2022-12-16,-0.534048937256321,13.09480453607586,15.62310694194753,14.615935659408567,4656851900.0
2022-12-19,-0.5661811432689018,12.88945035864772,15.526705802715885,14.529169273376464,4747619200.0
2022-12-20,-0.5934781886691506,12.746623750627794,15.441811545234415,14.45002179145813,4810693300.0
2022-12-21,-0.6083883843445135,12.728058240090238,15.376401941634729,14.442260265350342,4882568800.0
2022-12-22,-0.6086037107789126,12.735661465503046,15.325264240250442,14.446141052246094,4956821600.0
2022-12-23,-0.5942094589623583,12.727146752556568,15.285965592688346,14.438379335403445,5038716400.0
