Date,Model_P_up_realistic,Model_Score_realistic,Model_strategy_simple,Buy_and_Hold
2024-11-05,98865.60711436401,95583.56559773438,99410.7560789032,101253.05279400722
2024-11-06,98865.60711436401,95583.56559773438,99410.7560789032,101445.920865124
2024-11-07,98865.60711436401,95583.56559773438,99410.7560789032,101021.61576394275
2024-11-08,98865.60711436401,95583.56559773438,99410.7560789032,100250.16675585398
2024-11-11,98865.60711436401,95583.56559773438,99410.7560789032,100327.31243254217
2024-11-12,98865.60711436401,95583.56559773438,99410.7560789032,100095.88316127045
2024-11-13,98865.60711436401,95583.56559773438,99410.7560789032,100095.88316127045
2024-11-14,98865.60711436401,95583.56559773438,99410.7560789032,97858.6662961067
2024-11-18,98865.60711436401,95583.56559773438,99410.7560789032,99170.13504101257
2024-11-19,98865.60711436401,95583.56559773438,99410.7560789032,99710.15477782967
2024-11-21,98865.60711436401,95583.56559773438,99410.7560789032,97434.36895371825
2024-11-22,98865.60711436401,95583.56559773438,99410.7560789032,98745.83769862413
2024-11-25,98865.60711436401,95583.56559773438,99410.7560789032,99324.42639438891
2024-11-26,98865.60711436401,95583.56559773438,99410.7560789032,100909.82707745749
2024-11-27,98865.60711436401,95583.56559773438,99410.7560789032,99140.86111582456
2024-11-28,98865.60711436401,95583.56559773438,99410.7560789032,96231.88797110129
2024-11-29,98865.60711436401,95583.56559773438,99410.7560789032,97371.88739539885
2024-12-02,98865.60711436401,95583.56559773438,99410.7560789032,96585.68116342786
2024-12-03,98865.60711436401,95583.56559773438,99410.7560789032,97765.00214957354
2024-12-04,98865.60711436401,95583.56559773438,99410.7560789032,98944.3153769264
2024-12-05,98865.60711436401,95583.56559773438,99410.7560789032,100162.9346485418
2024-12-06,98865.60711436401,95583.56559773438,99410.7560789032,97214.6477007632
2024-12-09,98865.60711436401,95583.56559773438,99410.7560789032,96978.78815880975
2024-12-10,98865.60711436401,95583.56559773438,99410.7560789032,97607.75469614509
2024-12-11,98865.60711436401,95583.56559773438,99410.7560789032,99691.20780584209
2024-12-12,98865.60711436401,95583.56559773438,99410.7560789032,98370.9793838789
2024-12-13,98865.60711436401,95552.91912347375,99410.7560789032,97025.06159899561
2024-12-16,98865.60711436401,95186.13806349125,99410.7560789032,95639.55069451669
2024-12-17,98865.60711436401,95562.96100437135,99410.7560789032,96668.78559297697
2024-12-18,98865.60711436401,94178.48624273286,99410.7560789032,93976.94226441762
2024-12-19,98865.60711436401,94516.21132118978,99410.7560789032,94570.73043525353
2024-12-20,98865.60711436401,95027.75804914186,99410.7560789032,95322.86780809372
2024-12-23,98865.60711436401,94541.61896734466,99410.7560789032,94689.49427645493
2024-12-26,98865.60711436401,95405.63068814592,99410.7560789032,95797.89989652098
2024-12-27,98865.60711436401,95103.35320567558,99410.7560789032,95441.62389050232
2024-12-30,,,,95679.13605531957
